API/UWI,Operator Alias (Legacy),Operator Company Name,Operator (Reported),Operator Ticker,Well/Lease Name,Well Number,Entity Type,County/Parish,DI Basin,DI Play,DI Subplay,Reservoir,Production Type,Producing Status,Drill Type,First Prod Date,Last Prod Date,Cum Gas,Cum Oil,Cum BOE,Cum Water,Cum MMCFGE,Cum BCFGE,Daily Gas,Daily Oil,First Month Oil,First Month Gas,First Month Water,First 6 Oil,First 6 Gas,First 6 BOE,First 6 Water,First 12 Oil,First 12 Gas,First 12 BOE,First 12 MMCFGE,First 12 Water,First 24 Oil,First 24 Gas,First 24 BOE,First 24 MMCFGE,First 24 Water,First 60 Oil,First 60 Gas,First 60 BOE,First 60 Water,First 60 MMCFGE,Prac IP Oil Daily,Prac IP Gas Daily,Prac IP CFGED,Prac IP BOE,Latest Oil,Latest Gas,Latest Water,Prior 12 Oil,Prior 12 Gas,Prior 12 Water,Last Test Date,Last Flow Pressure,Last WHSIP,2nd Month GOR,Latest GOR,Cum GOR,Last 12 Yield,2nd Month Yield,Latest Yield,Peak Gas,Peak Gas Month No.,Peak Oil,Peak Oil Month No.,Peak BOE,Peak BOE Month No.,Peak MMCFGE,Peak MMCFGE Month No.,Upper Perforation,Lower Perforation,Gas Gravity,Oil Gravity,Completion Date,Well Count,Max Active Wells,Months Produced,Gas Gatherer,Oil Gatherer,Lease Number,Spud Date,Measured Depth (TD),True Vertical Depth,Gross Perforated Interval,Field,State,District,AAPG Geologic Province,Country,Section,Township,Range,Abstract,Block,Survey,OCS Area,PGC Area,Surface Latitude (WGS84),Surface Longitude (WGS84),Last 12 Oil,Last 12 Gas,Last 12 Water,Entity ID,Other No.,Operator Alias ID (Legacy)
43013323750000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,SAND WASH FED,12-19-8-17,COM,DUCHESNE (UT),UINTA,UINTA,,GREEN RIVER,OIL,INACTIVE,V,2005-09-01,2014-06-01,57961.0000,32076.0000,41736.0000,24184.0000,250.0000,0.0000,,,350,105.0000,207,5742.0000,8788.0000,7207.0000,2112.0000,8811,17324,11698.0000,70.0000,3252,12283.0000,34118.0000,17969.0000,108.0000,4783.0000,24441.0000,50538.0000,32864.0000,8120.0000,197.0000,56.0000,33.0000,368581.0000,61.0000,64,19.0000,17,1227,1404,2614,,,,600.00,414.4490,1810.00,2412.8440,1675.0000,3368.4000,2455.0000,19,1732.0000,2,1904.0000,2,11.0000,2,,,,31.700000,2005-09-21,1,1,106,,,UTU-50376,2005-08-03,6600.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,19,08S,17E,,,,,P-540,40.1014326,-110.0568057,1315.0000,545.0000,9631.0000,109321208,0,100036953
43013323590000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,FEDERAL,9-24-8-16,COM,DUCHESNE (UT),UINTA,UINTA,,GREEN RIVER,OIL,INACTIVE,V,2005-08-01,2008-02-01,39088.0000,12622.0000,19137.0000,11251.0000,115.0000,0.0000,,,1829,1204.0000,1280,6718.0000,14426.0000,9122.0000,4453.0000,8866,23188,12731.0000,76.0000,6499,11899.0000,31675.0000,17178.0000,103.0000,9905.0000,,,,,,59.0000,114.0000,466200.0000,78.0000,25,328.0000,0,3681,12468,3786,,,,1950.00,6114.9940,3100.00,163.5320,513.7000,76.2000,3426.0000,2,1829.0000,1,2331.0000,2,14.0000,2,,,,33.900000,2005-08-09,1,1,31,,,UTU-67170,2005-03-28,6560.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,24,08S,16E,,,,,P-540,40.1018026,-110.0611058,1774.0000,10848.0000,2634.0000,108224953,0,100036953
43013326330000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,BLACKJACK FED,14-33-8-17,COM,DUCHESNE (UT),UINTA,UINTA,,GREEN RIVER,OIL,INACTIVE,V,2005-08-01,2013-01-01,947.0000,9269.0000,9427.0000,6440.0000,57.0000,0.0000,,,150,0.0000,246,1697.0000,580.0000,1794.0000,535.0000,2540,923,2694.0000,16.0000,1039,4605.0000,923.0000,4759.0000,29.0000,1957.0000,8081.0000,947.0000,8239.0000,4305.0000,49.0000,20.0000,0.0000,119600.0000,20.0000,2,,130,541,,846,,,,0.00,,100.00,,,,220.0000,1,598.0000,2,598.0000,2,4.0000,2,,,,33.100000,2005-08-25,1,1,81,,,UTU-77234,2005-04-26,6238.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,33,08S,17E,,,,,P-540,40.0692224,-110.0134049,580.0000,,1085.0000,108224919,0,100036953
43013327350000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,ASHLEY FED,2-23-9-15,COM,DUCHESNE (UT),UINTA,UINTA,,GREEN RIVER,OIL,INACTIVE,V,2005-08-01,2014-01-01,52227.0000,40158.0000,48862.0000,32135.0000,293.0000,0.0000,,,310,599.0000,252,7638.0000,9857.0000,9281.0000,5175.0000,11591,16043,14265.0000,86.0000,7514,14828.0000,23349.0000,18720.0000,112.0000,10410.0000,27714.0000,39392.0000,34279.0000,19996.0000,206.0000,66.0000,25.0000,419700.0000,70.0000,,15.0000,,3096,2925,3468,,,,380.00,1409.2650,1300.00,709.5900,2642.6000,0.0000,2718.0000,5,1974.0000,2,2291.0000,3,14.0000,3,,,,31.700000,2005-08-24,1,1,102,,,UTU-66185,2005-06-21,6100.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,23,09S,15E,,,,,P-540,40.0215303,-110.1977081,2612.0000,3681.0000,2742.0000,108224782,0,100036953
43013326680000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,ASHLEY FED,16-13-9-15,COM,DUCHESNE (UT),UINTA,UINTA,,GREEN RIVER,OIL,INACTIVE,V,2005-08-01,2014-10-01,25324.0000,15085.0000,19306.0000,31546.0000,116.0000,0.0000,,,958,599.0000,757,3400.0000,4631.0000,4172.0000,1655.0000,4875,9134,6397.0000,38.0000,2048,6455.0000,15577.0000,9051.0000,54.0000,2295.0000,10221.0000,21287.0000,13769.0000,4685.0000,83.0000,27.0000,35.0000,195933.0000,33.0000,0,61.0000,12,971,967,10945,,,,1320.00,915.5310,1680.00,1092.2620,757.5000,0.0000,1060.0000,2,958.0000,1,1058.0000,1,6.0000,1,,,,31.700000,2005-08-12,1,1,111,,,UTU-68548,2005-06-23,6000.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,13,09S,15E,,,,,P-540,40.0255743,-110.1737077,734.0000,672.0000,7911.0000,108224780,0,100036953
43013326320000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,BLACKJACK FED,16-33-8-17,COM,DUCHESNE (UT),UINTA,UINTA,,GREEN RIVER,OIL,INACTIVE,V,2005-08-01,2013-01-01,9982.0000,7875.0000,9539.0000,13291.0000,57.0000,0.0000,,,182,28.0000,0,1672.0000,3149.0000,2197.0000,1691.0000,2087,5392,2986.0000,18.0000,1981,2478.0000,7705.0000,3762.0000,23.0000,2555.0000,7369.0000,9204.0000,8903.0000,6288.0000,53.0000,17.0000,28.0000,128000.0000,21.0000,58,,1226,104,144,325,,,,1660.00,1383.7840,1270.00,722.6560,600.7000,,834.0000,2,632.0000,27,649.0000,27,4.0000,27,,,,32.900000,2005-08-27,1,1,65,,,UTU-77234,2005-04-28,6075.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,33,08S,17E,,,,,P-540,40.0690424,-110.0063048,185.0000,256.0000,5456.0000,108224779,0,100036953
43013324630000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,ASHLEY FED,1-13-9-15,COM,DUCHESNE (UT),UINTA,UINTA,,GREEN RIVER,WTR INJ,INACTIVE,V,2005-08-01,2006-05-01,6709.0000,2361.0000,3479.0000,1164.0000,21.0000,0.0000,,,686,1177.0000,422,1990.0000,5156.0000,2849.0000,971.0000,,,,,,,,,,,,,,,,13.0000,49.0000,128900.0000,21.0000,0,102.0000,0,,,,,,,3620.00,2841.5930,2840.00,351.9150,276.3000,0.0000,1455.0000,2,686.0000,1,882.0000,1,5.0000,1,,,,33.200000,2005-08-08,1,1,10,,,UTU-66184,2005-06-09,6065.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,13,09S,15E,,,,,P-540,40.0358131,-110.1732077,2361.0000,6709.0000,1164.0000,108224777,0,100036953
43013323650000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,FENCELINE FED,1-24-8-16,COM,DUCHESNE (UT),UINTA,UINTA,,GREEN RIVER,WTR INJ,INACTIVE,V,2005-08-01,2007-12-01,21771.0000,6411.0000,10039.0000,4116.0000,60.0000,0.0000,,,759,897.0000,478,3623.0000,5062.0000,4467.0000,2018.0000,4672,7723,5959.0000,36.0000,2706,6074.0000,17821.0000,9044.0000,54.0000,3837.0000,,,,,,41.0000,31.0000,279067.0000,47.0000,52,99.0000,0,1910,7770,1353,,,,740.00,8533.4510,3400.00,117.1860,1350.0000,525.3000,1168.0000,24,1242.0000,2,1395.0000,2,8.0000,2,,,,34.000000,2005-08-17,1,1,29,,,UTU-74868,2005-03-30,6684.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,24,08S,16E,,,,,P-540,40.1088024,-110.0612057,1136.0000,9694.0000,893.0000,108224776,0,100036953
43013324360000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,ASHLEY ST,1-2-9-15,COM,DUCHESNE (UT),UINTA,UINTA,,GREEN RIVER,OIL,INACTIVE,V,2005-07-01,2006-06-01,45795.0000,11278.0000,18911.0000,7779.0000,113.0000,0.0000,,,3668,10062.0000,2080,9162.0000,30376.0000,14225.0000,6005.0000,11278,45795,18911.0000,113.0000,7779,,,,,,,,,,,77.0000,229.0000,692871.0000,115.0000,165,1415.0000,105,,,,,,,2950.00,4060.5600,4060.00,246.2710,338.6000,116.6000,10062.0000,1,3668.0000,1,5345.0000,1,32.0000,1,,,,33.600000,2005-07-05,1,1,12,,,ML-43538,2005-04-07,6175.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,02,09S,15E,,,,,P-540,40.0652505,-110.1937082,11278.0000,45795.0000,7779.0000,107882180,0,100036953
43013326960000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,JONAH FED,13-14-9-16,COM,DUCHESNE (UT),UINTA,UINTA,,GREEN RIVER,OIL,INACTIVE,V,2005-07-01,2009-06-01,48341.0000,36988.0000,45045.0000,2887.0000,270.0000,0.0000,,,4065,2386.0000,1073,16203.0000,19113.0000,19389.0000,1653.0000,23604,26283,27985.0000,168.0000,1830,31693.0000,39628.0000,38298.0000,230.0000,2456.0000,,,,,,110.0000,123.0000,785097.0000,131.0000,3,,27,4015,4516,147,,,,1110.00,3278.9060,1310.00,304.9800,899.1000,,4925.0000,4,4065.0000,1,4463.0000,1,27.0000,1,,,,32.800000,2005-07-01,1,1,44,,,UTU-096547,2005-05-21,5935.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,14,09S,16E,,,,,P-540,40.0248038,-110.0943064,1280.0000,4197.0000,284.0000,107882166,0,100036953
43013325840000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,ASHLEY ST,6-2-9-15,COM,DUCHESNE (UT),UINTA,UINTA,,GREEN RIVER,OIL,PA,V,2005-07-01,2014-10-01,6917.0000,2755.0000,3908.0000,6645.0000,23.0000,0.0000,,,107,293.0000,191,765.0000,2806.0000,1233.0000,1268.0000,946,3787,1577.0000,9.0000,1323,1560.0000,4794.0000,2359.0000,14.0000,2341.0000,2520.0000,6723.0000,3641.0000,4796.0000,22.0000,8.0000,27.0000,73677.0000,12.0000,10,,79,0,188,0,,,,3480.00,0.0000,2510.00,,287.6000,,838.0000,2,241.0000,2,381.0000,2,2.0000,2,,,,32.780000,2005-07-21,1,1,72,,,ML-43538,2005-05-14,6125.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,02,09S,15E,,,,,P-540,40.0620415,-110.2029083,234.0000,0.0000,1844.0000,107882164,0,100036953
43013324740000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,FEDERAL,16-20-8-16,COM,DUCHESNE (UT),UINTA,UINTA,,GREEN RIVER,OIL,SI,V,2005-07-01,2016-01-01,53466.0000,9772.0000,18683.0000,7374.0000,112.0000,0.0000,,,260,130.0000,403,2363.0000,6408.0000,3431.0000,3009.0000,3086,9180,4616.0000,28.0000,3354,4164.0000,14092.0000,6513.0000,39.0000,3819.0000,6513.0000,39477.0000,13092.0000,5069.0000,79.0000,27.0000,64.0000,223613.0000,37.0000,,,16,136,379,16,,,,2400.00,,5470.00,,416.2000,,1982.0000,2,825.0000,2,1155.0000,2,7.0000,2,,,,32.740000,2005-07-26,1,1,100,,,UTU-77339,2005-06-17,6452.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,20,08S,16E,,,,,P-540,40.0976902,-110.1367072,,,16.0000,107882163,0,100036953
43013327040000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,FEDERAL,12-14-9-17,COM,DUCHESNE (UT),UINTA,UINTA,,GREEN RIVER,OIL,INACTIVE,V,2005-07-01,2014-09-01,35817.0000,28579.0000,34548.0000,4768.0000,207.0000,0.0000,,,642,290.0000,138,5541.0000,6717.0000,6660.0000,587.0000,8563,12995,10729.0000,64.0000,719,12327.0000,17830.0000,15299.0000,92.0000,1285.0000,19826.0000,26357.0000,24219.0000,2777.0000,145.0000,56.0000,47.0000,381839.0000,64.0000,8,2.0000,2,2097,1710,372,,,,830.00,568.5590,1250.00,1758.8330,1198.6000,4000.0000,1478.0000,6,1732.0000,2,1973.0000,2,12.0000,2,,,,31.600000,2005-07-22,1,1,111,,,UTU-64806,2005-06-15,5690.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,14,09S,17E,,,,,P-540,40.0291722,-109.9818041,1145.0000,651.0000,295.0000,107882100,0,100036953
43013326830000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,JONAH FED,9-15-9-16,COM,DUCHESNE (UT),UINTA,UINTA,,GREEN RIVER,WTR INJ,INACTIVE,V,2005-07-01,2006-11-01,12299.0000,13818.0000,15868.0000,1687.0000,95.0000,0.0000,,,1939,0.0000,652,8133.0000,6750.0000,9258.0000,1340.0000,11837,10362,13564.0000,81.0000,1562,,,,,,,,,,,68.0000,85.0000,494484.0000,82.0000,122,101.0000,0,7300,6363,1262,,,,1240.00,910.7090,890.00,1098.0460,808.1000,1207.9000,2621.0000,1,2118.0000,2,2555.0000,2,15.0000,2,,,,33.000000,2005-07-07,1,1,17,,,UTU-017985,2005-06-01,5860.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,15,09S,16E,,,,,P-540,40.0282027,-110.0996065,6518.0000,5936.0000,425.0000,107882099,0,100036953
43013326820000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,JONAH FED,12-14-9-16,COM,DUCHESNE (UT),UINTA,UINTA,,GREEN RIVER,WTR INJ,INACTIVE,V,2005-07-01,2011-01-01,94836.0000,53464.0000,69270.0000,5483.0000,416.0000,0.0000,,,2984,4046.0000,1140,18812.0000,20804.0000,22279.0000,2022.0000,30381,45127,37902.0000,227.0000,2471,40179.0000,72891.0000,52328.0000,314.0000,2796.0000,51638.0000,93123.0000,67159.0000,3706.0000,403.0000,123.0000,152.0000,891448.0000,149.0000,154,85.0000,783,3088,5081,325,,,,1240.00,1377.3050,1770.00,726.0560,808.1000,1811.8000,4916.0000,9,4092.0000,3,4883.0000,3,29.0000,3,,,,33.000000,2005-07-12,1,1,65,,,UTU-096547,2005-05-28,5876.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,14,09S,16E,,,,,P-540,40.0284627,-110.0947064,3146.0000,4333.0000,1942.0000,107882098,0,100036953
43013324600000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,ASHLEY FED,8-13-9-15,COM,DUCHESNE (UT),UINTA,UINTA,,GREEN RIVER,OIL,INACTIVE,V,2005-07-01,2012-03-01,22821.0000,10433.0000,14237.0000,30323.0000,85.0000,0.0000,,,132,0.0000,0,3346.0000,6771.0000,4475.0000,4199.0000,4895,11975,6891.0000,41.0000,6030,6059.0000,15920.0000,8712.0000,52.0000,8656.0000,8830.0000,21233.0000,12369.0000,20745.0000,74.0000,30.0000,78.0000,261355.0000,44.0000,1,0.0000,82,1061,929,5815,,,,2570.00,1023.3460,2190.00,977.1860,388.6000,,2432.0000,1,945.0000,2,1350.0000,2,8.0000,2,,,,33.000000,2005-07-29,1,1,79,,,UTU-66184,2005-06-02,6035.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,13,09S,15E,,,,,P-540,40.0324022,-110.1732077,771.0000,789.0000,5097.0000,107882096,0,100036953
43013324590000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,ASHLEY FED,9-13-9-15,COM,DUCHESNE (UT),UINTA,UINTA,,GREEN RIVER,WTR INJ,INACTIVE,V,2005-07-01,2006-06-01,17143.0000,7714.0000,10571.0000,738.0000,63.0000,0.0000,,,1351,758.0000,455,5907.0000,11049.0000,7749.0000,651.0000,7714,17143,10571.0000,63.0000,738,,,,,,,,,,,63.0000,98.0000,477710.0000,80.0000,30,0.0000,50,,,,,,,1550.00,2222.3230,2220.00,449.9800,646.0000,,3037.0000,2,1962.0000,2,2468.0000,2,15.0000,2,,,,33.200000,2005-07-15,1,1,12,,,UTU-66184,2005-05-30,6030.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,13,09S,15E,,,,,P-540,40.0293813,-110.1735077,7714.0000,17143.0000,738.0000,107882095,0,100036953
43013326620000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,JONAH FED,10-14-9-16,COM,DUCHESNE (UT),UINTA,UINTA,,GREEN RIVER,OIL,INACTIVE,V,2005-06-01,2013-07-01,50544.0000,27827.0000,36251.0000,19063.0000,218.0000,0.0000,,,300,510.0000,155,5382.0000,6833.0000,6521.0000,2039.0000,7853,8810,9321.0000,56.0000,2802,11119.0000,11462.0000,13029.0000,78.0000,3210.0000,21420.0000,19628.0000,24691.0000,11881.0000,148.0000,56.0000,76.0000,410290.0000,68.0000,0,1854.0000,0,1847,13149,914,,,,1360.00,8163.8970,1820.00,122.4910,737.3000,0.0000,2650.0000,83,1729.0000,2,2120.0000,2,13.0000,2,,,,31.700000,2005-06-23,1,1,98,,,UTU-096550,2005-05-18,5862.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,14,09S,16E,,,,,P-540,40.0284627,-110.0843062,1745.0000,14246.0000,604.0000,107309025,0,100036953
43013325800000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,ASHLEY ST,2-2-9-15,COM,DUCHESNE (UT),UINTA,UINTA,,GREEN RIVER,OIL,INACTIVE,V,2005-06-01,2012-07-01,41872.0000,27542.0000,34521.0000,60907.0000,207.0000,0.0000,,,32,82.0000,14,4018.0000,11836.0000,5991.0000,1983.0000,5297,20270,8675.0000,52.0000,2506,6938.0000,31158.0000,12131.0000,73.0000,5351.0000,18496.0000,38334.0000,24885.0000,37756.0000,149.0000,51.0000,139.0000,442258.0000,74.0000,22,63.0000,424,5618,1226,12136,,,,2740.00,824.6140,1520.00,1212.6880,364.5000,349.2000,4302.0000,2,1568.0000,2,2285.0000,2,14.0000,2,,,,33.200000,2005-06-29,1,1,86,,,ML-43538,2005-05-25,6140.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,02,09S,15E,,,,,P-540,40.0654024,-110.1978083,2657.0000,2191.0000,9158.0000,107309011,0,100036953
43013324370000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,ASHLEY ST,8-2-9-15,COM,DUCHESNE (UT),UINTA,UINTA,,GREEN RIVER,OIL,INACTIVE,V,2005-06-01,2012-07-01,26394.0000,14896.0000,19295.0000,47948.0000,116.0000,0.0000,,,233,598.0000,915,1683.0000,5070.0000,2528.0000,5394.0000,2293,10661,4070.0000,24.0000,7359,5496.0000,16482.0000,8243.0000,49.0000,11705.0000,10914.0000,24321.0000,14968.0000,30705.0000,90.0000,15.0000,40.0000,128065.0000,21.0000,6,3.0000,64,2175,1045,9099,,,,2740.00,497.1390,1770.00,2011.5110,364.4000,2000.0000,1267.0000,9,572.0000,14,662.0000,2,4.0000,2,,,,31.700000,2005-06-16,1,1,86,,,ML-43538,2005-04-04,6175.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,02,09S,15E,,,,,P-540,40.0617515,-110.1931082,1398.0000,695.0000,6635.0000,107309010,0,100036953
43013325830000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,ASHLEY ST,5-2-9-15,COM,DUCHESNE (UT),UINTA,UINTA,,GREEN RIVER,WTR INJ,INACTIVE,V,2005-06-01,2007-01-01,16932.0000,5163.0000,7985.0000,24667.0000,48.0000,0.0000,,,120,307.0000,422,2007.0000,5667.0000,2952.0000,9229.0000,4716,15582,7313.0000,44.0000,21343,,,,,,,,,,,16.0000,44.0000,141000.0000,24.0000,21,78.0000,6,2966,7820,13376,,,,2740.00,4147.4740,3280.00,241.1110,364.7000,269.2000,3627.0000,9,691.0000,10,1077.0000,10,6.0000,10,,,,33.400000,2005-06-24,1,1,15,,,ML-43538,2005-05-17,6140.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,02,09S,15E,,,,,P-540,40.0617214,-110.2075084,2197.0000,9112.0000,11291.0000,107309000,0,100036953
43013324820000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,ASHLEY FED,1-24-9-15,COM,DUCHESNE (UT),UINTA,UINTA,,GREEN RIVER,OIL,INACTIVE,V,2005-06-01,2006-12-01,21871.0000,7746.0000,11391.0000,943.0000,68.0000,0.0000,,,1380,1942.0000,610,5476.0000,11225.0000,7347.0000,871.0000,7746,19258,10956.0000,66.0000,942,,,,,,,,,,,43.0000,95.0000,351516.0000,59.0000,0,367.0000,0,6000,12811,881,,,,2210.00,5189.0030,2820.00,192.7150,452.1000,0.0000,2935.0000,2,1380.0000,1,1816.0000,2,11.0000,2,,,,33.800000,2005-06-03,1,1,19,,,UTU-66185,2005-03-30,5990.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,24,09S,15E,,,,,P-540,40.0219424,-110.1737077,1746.0000,9060.0000,62.0000,107308999,0,100036953
43013326890000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,JONAH FED,15-14-9-16,COM,DUCHESNE (UT),UINTA,UINTA,,GREEN RIVER,WTR INJ,INACTIVE,V,2005-06-01,2006-11-01,8326.0000,6878.0000,8266.0000,1778.0000,50.0000,0.0000,,,1529,2599.0000,352,4485.0000,6279.0000,5532.0000,1151.0000,5966,7374,7195.0000,43.0000,1343,,,,,,,,,,,35.0000,47.0000,256742.0000,43.0000,4,3.0000,0,4485,6279,1151,,,,1360.00,855.4120,1210.00,1169.0280,737.6000,1333.3000,2599.0000,1,1529.0000,1,1962.0000,1,12.0000,1,,,,33.000000,2005-06-10,1,1,15,,,UTU-096547,2005-05-04,5910.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,14,09S,16E,,,,,P-540,40.0252538,-110.0853062,2393.0000,2047.0000,627.0000,107308926,0,100036953
43013326810000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,JONAH FED,11-14-9-16,COM,DUCHESNE (UT),UINTA,UINTA,,GREEN RIVER,WTR INJ,INACTIVE,V,2005-06-01,2006-11-01,40628.0000,26212.0000,32983.0000,1454.0000,198.0000,0.0000,,,378,93.0000,0,12915.0000,12609.0000,15016.0000,802.0000,21268,26812,25737.0000,154.0000,1162,,,,,,,,,,,98.0000,61.0000,649935.0000,108.0000,81,0.0000,37,12915,12609,802,,,,630.00,2107.1670,1550.00,474.5710,1598.8000,,3777.0000,15,3041.0000,2,3419.0000,3,21.0000,3,,,,33.000000,2005-06-24,1,1,18,,,UTU-096547,2005-05-25,5850.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,14,09S,16E,,,,,P-540,40.0291027,-110.0891063,13297.0000,28019.0000,652.0000,107308925,0,100036953
43013326610000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,JONAH FED,9-14-9-16,COM,DUCHESNE (UT),UINTA,UINTA,,GREEN RIVER,WTR INJ,INACTIVE,V,2005-06-01,2006-10-01,13718.0000,12527.0000,14813.0000,6593.0000,89.0000,0.0000,,,511,870.0000,872,5996.0000,7549.0000,7254.0000,4227.0000,9931,10914,11750.0000,71.0000,5741,,,,,,,,,,,45.0000,61.0000,331935.0000,55.0000,334,310.0000,153,5049,6637,3904,,,,1360.00,946.9110,1100.00,1056.0660,737.9000,1077.4000,1896.0000,2,1399.0000,2,1715.0000,2,10.0000,2,,,,33.400000,2005-06-15,1,1,17,,,UTU-096550,2005-05-13,5820.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,14,09S,16E,,,,,P-540,40.0285728,-110.0796061,7478.0000,7081.0000,2689.0000,107308923,0,100036953
43013325850000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,ASHLEY ST,7-2-9-15,COM,DUCHESNE (UT),UINTA,UINTA,,GREEN RIVER,WTR INJ,INACTIVE,V,2005-06-01,2006-06-01,9440.0000,3646.0000,5219.0000,22751.0000,31.0000,0.0000,,,49,125.0000,1763,1541.0000,4312.0000,2260.0000,9586.0000,3534,9017,5037.0000,30.0000,22012,,,,,,,,,,,19.0000,52.0000,164677.0000,27.0000,112,423.0000,739,49,125,1763,,,,2740.00,2589.6580,2590.00,386.1510,364.8000,264.8000,1601.0000,2,584.0000,2,851.0000,2,5.0000,2,,,,33.200000,2005-06-09,1,1,13,,,ML-43538,2005-04-08,6150.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,02,09S,15E,,,,,P-540,40.0617325,-110.1987083,3597.0000,9315.0000,20988.0000,107308922,0,100036953
43013324830000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,ASHLEY FED,3-24-9-15,COM,DUCHESNE (UT),UINTA,UINTA,,GREEN RIVER,OIL,INACTIVE,V,2005-05-01,2006-11-01,39034.0000,12169.0000,18675.0000,12123.0000,112.0000,0.0000,,,1730,1326.0000,1308,7858.0000,21468.0000,11436.0000,7009.0000,10580,31822,15884.0000,95.0000,9973,,,,,,,,,,,61.0000,122.0000,487533.0000,81.0000,0,103.0000,2,8429,21468,7567,,,,2010.00,4696.7910,3210.00,212.9110,498.6000,0.0000,4909.0000,4,1827.0000,2,2438.0000,2,15.0000,2,,,,33.800000,2005-05-05,1,1,19,,,UTU-66185,2005-03-02,5932.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,24,09S,15E,,,,,P-540,40.0217404,-110.1837079,3740.0000,17566.0000,4556.0000,106131378,0,100036953
